Accuracy
ab,0.5984125269670212,0.40566763735549405,0.5237511342395796,0.37429400824230097,0.33630413482217714,0.2905286305337451,0.2866295850793872,0.2876916802964775,0.2831908542453171,0.2869909677876113
ai,0.1986519433128017,0.17897533046832353,0.19295823063654524,0.15927147901658045,0.14686888188432465,0.1309552772312775,0.11447923449888306,0.11098486912389885,0.10470307345767038,0.1089740528039084
bh,0.43106877960554835,0.2594764051068462,0.4262861860880922,0.1587130571999818,0.2407824351784591,0.14351565257411109,0.14378217736752974,0.14348297627303566,0.1351757157459229,0.13201688199871434
bi,0.3386366320511926,0.22007770815771202,0.31310421705472924,0.19459186901668213,0.1970909934800051,0.17629744618470755,0.16983110396644532,0.17348903796627302,0.1666911631430451,0.1674682497354696
ee,0.31332587396046035,0.30383378232212865,0.3113207409718084,0.2912734151987947,0.3248813935659199,0.28079188126544985,0.12427413532658113,0.09599027296426894,0.10645513958019592,0.06786951943536093
fb,0.3232071751607155,0.1979628325907649,0.30986249655516496,0.1889275200921672,0.1821431430339807,0.16931846032708442,0.14187952007062182,0.15866177608217918,0.13703557552440138,0.1340644840744802
hj2,0.41510485979340994,0.33634136848957624,0.3700304190894002,0.28523790704718865,0.2415625815095563,0.20572607801308845,0.2040915918364768,0.20363743978007648,0.1988239963782084,0.2032269390352207
hj,0.3963575937350209,0.3121816942308553,0.3564791141365624,0.24577404586787988,0.1807669026384211,0.11798141375654181,0.1119590690550055,0.11964627888123047,0.11133508991108276,0.11488557005576294
jd,0.427812482105493,0.34570692741360753,0.40616313273686155,0.3221957103137863,0.24484995000590623,0.2544928380432197,0.15892682259970936,0.1860638162795042,0.15488034889928037,0.15701044548748022
""
Uniformity
ab,0.2081707342626866,0.1911033617294044,0.23986219864435815,0.18963974258677035,0.10871782359449736,0.1035475685206856,0.10403909214616154,0.10095924394710505,0.09259824340837354,0.0849123099718424
ai,0.10024434678011662,0.09865995961120314,0.0987975022571103,0.09848798983813724,0.07486465427868169,0.08330747195952391,0.08022204833029609,0.08084248968232506,0.08629757206587026,0.0716328434519351
bh,0.3273591454936121,0.3258089038516724,0.3289602417280991,0.3483246855933572,0.29731241013107645,0.29979188269169915,0.30453563461872707,0.2769791995433072,0.26990721127258377,0.22052987594533938
bi,0.12527045149906554,0.12505406915072084,0.12338503522004235,0.11856620680629862,0.13082998341530983,0.10784667224522711,0.1120343329853012,0.11033895750908666,0.11161621295898266,0.10399302986562561
ee,0.45387786668163366,0.4537093658639569,0.4394204131753725,0.4462458176973612,0.40046661341232664,0.37811242726034533,0.404784591674496,0.32837771559632306,0.303781211700401,0.31808853076974575
fb,0.18510594004251088,0.16588231519596977,0.17517339830406753,0.16231289963456755,0.12726454749738117,0.10923194348796501,0.10903361148385055,0.09899492006034691,0.10017670629132883,0.09059603857913115
hj2,0.1853498072752372,0.17976981374777484,0.19623662872071615,0.18215666451418605,0.16058078941435866,0.14019901825625813,0.1421919044531093,0.08966232439812477,0.08084852727391016,0.057824030227594005
hj,0.13452104396986744,0.13399139429304005,0.15118675011461216,0.1582804364380947,0.11397617593082818,0.11233652916921416,0.0919488363300342,0.08488575628086334,0.09104634321106701,0.08256676079449908
jd,0.19322079444838167,0.187451779177931,0.19660403747151486,0.17369754308466112,0.1504101326611803,0.14420140365456982,0.1422098232894781,0.160227824494705,0.10414385178001997,0.0771140171402058
